日期,产品线,销售额,成本,利润,利润率
2024-01-01,智能手表,2829,1414.5,1414.5,0.5
2024-01-01,无线耳机,3027,1513.5,1513.5,0.5
2024-01-01,平板电脑,4984,2990.4,1993.6,0.39999999999999997
2024-01-02,智能手表,2863,1431.5,1431.5,0.5
2024-01-02,无线耳机,2878,1439.0,1439.0,0.5
2024-01-02,平板电脑,5348,3208.7999999999997,2139.2000000000003,0.4000000000000001
2024-01-03,智能手表,2904,1452.0,1452.0,0.5
2024-01-03,无线耳机,3405,1702.5,1702.5,0.5
2024-01-03,平板电脑,5649,3389.4,2259.6,0.39999999999999997
2024-01-04,智能手表,2687,1343.5,1343.5,0.5
2024-01-04,无线耳机,3528,1764.0,1764.0,0.5
2024-01-04,平板电脑,4637,2782.2,1854.8000000000002,0.4
2024-01-05,智能手表,3003,1501.5,1501.5,0.5
2024-01-05,无线耳机,2604,1302.0,1302.0,0.5
2024-01-05,平板电脑,4763,2857.7999999999997,1905.2000000000003,0.4000000000000001
2024-01-06,智能手表,4212,2106.0,2106.0,0.5
2024-01-06,无线耳机,3691,1845.5,1845.5,0.5
2024-01-06,平板电脑,8658,5194.8,3463.2,0.39999999999999997
2024-01-07,智能手表,3938,1969.0,1969.0,0.5
2024-01-07,无线耳机,4686,2343.0,2343.0,0.5
2024-01-07,平板电脑,6154,3692.3999999999996,2461.6000000000004,0.4000000000000001
2024-01-08,智能手表,2989,1494.5,1494.5,0.5
2024-01-08,无线耳机,2753,1376.5,1376.5,0.5
2024-01-08,平板电脑,5234,3140.4,2093.6,0.39999999999999997
2024-01-09,智能手表,2869,1434.5,1434.5,0.5
2024-01-09,无线耳机,3099,1549.5,1549.5,0.5
2024-01-09,平板电脑,5420,3252.0,2168.0,0.4
2024-01-10,智能手表,3593,1796.5,1796.5,0.5
2024-01-10,无线耳机,3024,1512.0,1512.0,0.5
2024-01-10,平板电脑,4907,2944.2,1962.8000000000002,0.4
2024-01-11,智能手表,2876,1438.0,1438.0,0.5
2024-01-11,无线耳机,3100,1550.0,1550.0,0.5
2024-01-11,平板电脑,5543,3325.7999999999997,2217.2000000000003,0.4
2024-01-12,智能手表,2654,1327.0,1327.0,0.5
2024-01-12,无线耳机,2907,1453.5,1453.5,0.5
2024-01-12,平板电脑,5064,3038.4,2025.6,0.39999999999999997
2024-01-13,智能手表,4298,2149.0,2149.0,0.5
2024-01-13,无线耳机,3905,1952.5,1952.5,0.5
2024-01-13,平板电脑,7550,4530.0,3020.0,0.4
2024-01-14,智能手表,4413,2206.5,2206.5,0.5
2024-01-14,无线耳机,4703,2351.5,2351.5,0.5
2024-01-14,平板电脑,8125,4875.0,3250.0,0.4
2024-01-15,智能手表,2680,1340.0,1340.0,0.5
2024-01-15,无线耳机,2943,1471.5,1471.5,0.5
2024-01-15,平板电脑,5680,3408.0,2272.0,0.4
2024-01-16,智能手表,3495,1747.5,1747.5,0.5
2024-01-16,无线耳机,3289,1644.5,1644.5,0.5
2024-01-16,平板电脑,4302,2581.2,1720.8000000000002,0.4
2024-01-17,智能手表,3259,1629.5,1629.5,0.5
2024-01-17,无线耳机,3004,1502.0,1502.0,0.5
2024-01-17,平板电脑,5156,3093.6,2062.4,0.4
2024-01-18,智能手表,3402,1701.0,1701.0,0.5
2024-01-18,无线耳机,3087,1543.5,1543.5,0.5
2024-01-18,平板电脑,5197,3118.2,2078.8,0.4
2024-01-19,智能手表,3454,1727.0,1727.0,0.5
2024-01-19,无线耳机,3330,1665.0,1665.0,0.5
2024-01-19,平板电脑,5958,3574.7999999999997,2383.2000000000003,0.4
2024-01-20,智能手表,4086,2043.0,2043.0,0.5
2024-01-20,无线耳机,5341,2670.5,2670.5,0.5
2024-01-20,平板电脑,8411,5046.599999999999,3364.4000000000005,0.4000000000000001
2024-01-21,智能手表,4020,2010.0,2010.0,0.5
2024-01-21,无线耳机,4657,2328.5,2328.5,0.5
2024-01-21,平板电脑,8206,4923.599999999999,3282.4000000000005,0.4000000000000001
2024-01-22,智能手表,3027,1513.5,1513.5,0.5
2024-01-22,无线耳机,3186,1593.0,1593.0,0.5
2024-01-22,平板电脑,5322,3193.2,2128.8,0.4
2024-01-23,智能手表,2720,1360.0,1360.0,0.5
2024-01-23,无线耳机,2456,1228.0,1228.0,0.5
2024-01-23,平板电脑,5446,3267.6,2178.4,0.4
2024-01-24,智能手表,2475,1237.5,1237.5,0.5
2024-01-24,无线耳机,3516,1758.0,1758.0,0.5
2024-01-24,平板电脑,5228,3136.7999999999997,2091.2000000000003,0.4000000000000001
2024-01-25,智能手表,3472,1736.0,1736.0,0.5
2024-01-25,无线耳机,2528,1264.0,1264.0,0.5
2024-01-25,平板电脑,5379,3227.4,2151.6,0.39999999999999997
2024-01-26,智能手表,2450,1225.0,1225.0,0.5
2024-01-26,无线耳机,3391,1695.5,1695.5,0.5
2024-01-26,平板电脑,4860,2916.0,1944.0,0.4
2024-01-27,智能手表,4602,2301.0,2301.0,0.5
2024-01-27,无线耳机,4101,2050.5,2050.5,0.5
2024-01-27,平板电脑,7321,4392.599999999999,2928.4000000000005,0.4000000000000001
2024-01-28,智能手表,3822,1911.0,1911.0,0.5
2024-01-28,无线耳机,4572,2286.0,2286.0,0.5
2024-01-28,平板电脑,8682,5209.2,3472.8,0.4
2024-01-29,智能手表,2811,1405.5,1405.5,0.5
2024-01-29,无线耳机,2695,1347.5,1347.5,0.5
2024-01-29,平板电脑,5646,3387.6,2258.4,0.4
2024-01-30,智能手表,2439,1219.5,1219.5,0.5
2024-01-30,无线耳机,3490,1745.0,1745.0,0.5
2024-01-30,平板电脑,5342,3205.2,2136.8,0.4
2024-01-31,智能手表,3334,1667.0,1667.0,0.5
2024-01-31,无线耳机,2482,1241.0,1241.0,0.5
2024-01-31,平板电脑,4984,2990.4,1993.6,0.39999999999999997
2024-02-01,智能手表,2788,1394.0,1394.0,0.5
2024-02-01,无线耳机,3273,1636.5,1636.5,0.5
2024-02-01,平板电脑,4281,2568.6,1712.4,0.4
2024-02-02,智能手表,3070,1535.0,1535.0,0.5
2024-02-02,无线耳机,3573,1786.5,1786.5,0.5
2024-02-02,平板电脑,5511,3306.6,2204.4,0.4
2024-02-03,智能手表,5370,2685.0,2685.0,0.5
2024-02-03,无线耳机,5038,2519.0,2519.0,0.5
2024-02-03,平板电脑,6901,4140.599999999999,2760.4000000000005,0.4000000000000001
2024-02-04,智能手表,3954,1977.0,1977.0,0.5
2024-02-04,无线耳机,4323,2161.5,2161.5,0.5
2024-02-04,平板电脑,6432,3859.2,2572.8,0.4
2024-02-05,智能手表,2676,1338.0,1338.0,0.5
2024-02-05,无线耳机,2911,1455.5,1455.5,0.5
2024-02-05,平板电脑,5241,3144.6,2096.4,0.4
2024-02-06,智能手表,2830,1415.0,1415.0,0.5
2024-02-06,无线耳机,3084,1542.0,1542.0,0.5
2024-02-06,平板电脑,5781,3468.6,2312.4,0.4
2024-02-07,智能手表,3448,1724.0,1724.0,0.5
2024-02-07,无线耳机,3258,1629.0,1629.0,0.5
2024-02-07,平板电脑,4176,2505.6,1670.4,0.4
2024-02-08,智能手表,2727,1363.5,1363.5,0.5
2024-02-08,无线耳机,3373,1686.5,1686.5,0.5
2024-02-08,平板电脑,4636,2781.6,1854.4,0.4
2024-02-09,智能手表,3140,1570.0,1570.0,0.5
2024-02-09,无线耳机,2625,1312.5,1312.5,0.5
2024-02-09,平板电脑,5534,3320.4,2213.6,0.39999999999999997
2024-02-10,智能手表,3746,1873.0,1873.0,0.5
2024-02-10,无线耳机,5179,2589.5,2589.5,0.5
2024-02-10,平板电脑,6904,4142.4,2761.6000000000004,0.4000000000000001
2024-02-11,智能手表,4900,2450.0,2450.0,0.5
2024-02-11,无线耳机,3955,1977.5,1977.5,0.5
2024-02-11,平板电脑,7529,4517.4,3011.6000000000004,0.4
2024-02-12,智能手表,3387,1693.5,1693.5,0.5
2024-02-12,无线耳机,2894,1447.0,1447.0,0.5
2024-02-12,平板电脑,4035,2421.0,1614.0,0.4
2024-02-13,智能手表,3356,1678.0,1678.0,0.5
2024-02-13,无线耳机,3266,1633.0,1633.0,0.5
2024-02-13,平板电脑,4596,2757.6,1838.4,0.4
2024-02-14,智能手表,3159,1579.5,1579.5,0.5
2024-02-14,无线耳机,3127,1563.5,1563.5,0.5
2024-02-14,平板电脑,4049,2429.4,1619.6,0.39999999999999997
2024-02-15,智能手表,3265,1632.5,1632.5,0.5
2024-02-15,无线耳机,3088,1544.0,1544.0,0.5
2024-02-15,平板电脑,5758,3454.7999999999997,2303.2000000000003,0.4
2024-02-16,智能手表,3358,1679.0,1679.0,0.5
2024-02-16,无线耳机,2603,1301.5,1301.5,0.5
2024-02-16,平板电脑,4850,2910.0,1940.0,0.4
2024-02-17,智能手表,3928,1964.0,1964.0,0.5
2024-02-17,无线耳机,4649,2324.5,2324.5,0.5
2024-02-17,平板电脑,7453,4471.8,2981.2,0.39999999999999997
2024-02-18,智能手表,4792,2396.0,2396.0,0.5
2024-02-18,无线耳机,4459,2229.5,2229.5,0.5
2024-02-18,平板电脑,7729,4637.4,3091.6000000000004,0.4
2024-02-19,智能手表,2598,1299.0,1299.0,0.5
2024-02-19,无线耳机,2512,1256.0,1256.0,0.5
2024-02-19,平板电脑,4578,2746.7999999999997,1831.2000000000003,0.4000000000000001
2024-02-20,智能手表,2951,1475.5,1475.5,0.5
2024-02-20,无线耳机,3258,1629.0,1629.0,0.5
2024-02-20,平板电脑,5388,3232.7999999999997,2155.2000000000003,0.4000000000000001
2024-02-21,智能手表,2984,1492.0,1492.0,0.5
2024-02-21,无线耳机,3583,1791.5,1791.5,0.5
2024-02-21,平板电脑,5742,3445.2,2296.8,0.4
2024-02-22,智能手表,2478,1239.0,1239.0,0.5
2024-02-22,无线耳机,2535,1267.5,1267.5,0.5
2024-02-22,平板电脑,4494,2696.4,1797.6,0.39999999999999997
2024-02-23,智能手表,3561,1780.5,1780.5,0.5
2024-02-23,无线耳机,3302,1651.0,1651.0,0.5
2024-02-23,平板电脑,4482,2689.2,1792.8000000000002,0.4
2024-02-24,智能手表,4279,2139.5,2139.5,0.5
2024-02-24,无线耳机,4762,2381.0,2381.0,0.5
2024-02-24,平板电脑,6796,4077.6,2718.4,0.4
2024-02-25,智能手表,3611,1805.5,1805.5,0.5
2024-02-25,无线耳机,4638,2319.0,2319.0,0.5
2024-02-25,平板电脑,7501,4500.599999999999,3000.4000000000005,0.4000000000000001
2024-02-26,智能手表,3227,1613.5,1613.5,0.5
2024-02-26,无线耳机,3122,1561.0,1561.0,0.5
2024-02-26,平板电脑,4275,2565.0,1710.0,0.4
2024-02-27,智能手表,2476,1238.0,1238.0,0.5
2024-02-27,无线耳机,3384,1692.0,1692.0,0.5
2024-02-27,平板电脑,4741,2844.6,1896.4,0.4
2024-02-28,智能手表,2445,1222.5,1222.5,0.5
2024-02-28,无线耳机,3316,1658.0,1658.0,0.5
2024-02-28,平板电脑,5801,3480.6,2320.4,0.4
2024-02-29,智能手表,2501,1250.5,1250.5,0.5
2024-02-29,无线耳机,2532,1266.0,1266.0,0.5
2024-02-29,平板电脑,4177,2506.2,1670.8000000000002,0.4
2024-03-01,智能手表,2494,1247.0,1247.0,0.5
2024-03-01,无线耳机,2895,1447.5,1447.5,0.5
2024-03-01,平板电脑,4915,2949.0,1966.0,0.4
2024-03-02,智能手表,4610,2305.0,2305.0,0.5
2024-03-02,无线耳机,4904,2452.0,2452.0,0.5
2024-03-02,平板电脑,8175,4905.0,3270.0,0.4
2024-03-03,智能手表,4851,2425.5,2425.5,0.5
2024-03-03,无线耳机,4734,2367.0,2367.0,0.5
2024-03-03,平板电脑,7907,4744.2,3162.8,0.4
2024-03-04,智能手表,2661,1330.5,1330.5,0.5
2024-03-04,无线耳机,3464,1732.0,1732.0,0.5
2024-03-04,平板电脑,5732,3439.2,2292.8,0.4
2024-03-05,智能手表,3567,1783.5,1783.5,0.5
2024-03-05,无线耳机,2440,1220.0,1220.0,0.5
2024-03-05,平板电脑,4543,2725.7999999999997,1817.2000000000003,0.4000000000000001
2024-03-06,智能手表,2525,1262.5,1262.5,0.5
2024-03-06,无线耳机,2490,1245.0,1245.0,0.5
2024-03-06,平板电脑,4717,2830.2,1886.8000000000002,0.4
2024-03-07,智能手表,2782,1391.0,1391.0,0.5
2024-03-07,无线耳机,2803,1401.5,1401.5,0.5
2024-03-07,平板电脑,4773,2863.7999999999997,1909.2000000000003,0.4000000000000001
2024-03-08,智能手表,2813,1406.5,1406.5,0.5
2024-03-08,无线耳机,3254,1627.0,1627.0,0.5
2024-03-08,平板电脑,5868,3520.7999999999997,2347.2000000000003,0.4
2024-03-09,智能手表,4237,2118.5,2118.5,0.5
2024-03-09,无线耳机,4779,2389.5,2389.5,0.5
2024-03-09,平板电脑,6063,3637.7999999999997,2425.2000000000003,0.4
2024-03-10,智能手表,4207,2103.5,2103.5,0.5
2024-03-10,无线耳机,3629,1814.5,1814.5,0.5
2024-03-10,平板电脑,8987,5392.2,3594.8,0.4
2024-03-11,智能手表,3408,1704.0,1704.0,0.5
2024-03-11,无线耳机,3150,1575.0,1575.0,0.5
2024-03-11,平板电脑,4779,2867.4,1911.6,0.39999999999999997
2024-03-12,智能手表,3227,1613.5,1613.5,0.5
2024-03-12,无线耳机,2957,1478.5,1478.5,0.5
2024-03-12,平板电脑,5825,3495.0,2330.0,0.4
2024-03-13,智能手表,3591,1795.5,1795.5,0.5
2024-03-13,无线耳机,2504,1252.0,1252.0,0.5
2024-03-13,平板电脑,4123,2473.7999999999997,1649.2000000000003,0.4000000000000001
2024-03-14,智能手表,2421,1210.5,1210.5,0.5
2024-03-14,无线耳机,2724,1362.0,1362.0,0.5
2024-03-14,平板电脑,4121,2472.6,1648.4,0.4
2024-03-15,智能手表,2873,1436.5,1436.5,0.5
2024-03-15,无线耳机,3193,1596.5,1596.5,0.5
2024-03-15,平板电脑,5076,3045.6,2030.4,0.4
2024-03-16,智能手表,4585,2292.5,2292.5,0.5
2024-03-16,无线耳机,3892,1946.0,1946.0,0.5
2024-03-16,平板电脑,8854,5312.4,3541.6000000000004,0.4
2024-03-17,智能手表,4624,2312.0,2312.0,0.5
2024-03-17,无线耳机,4652,2326.0,2326.0,0.5
2024-03-17,平板电脑,6282,3769.2,2512.8,0.4
2024-03-18,智能手表,2755,1377.5,1377.5,0.5
2024-03-18,无线耳机,2710,1355.0,1355.0,0.5
2024-03-18,平板电脑,5951,3570.6,2380.4,0.4
2024-03-19,智能手表,2757,1378.5,1378.5,0.5
2024-03-19,无线耳机,2864,1432.0,1432.0,0.5
2024-03-19,平板电脑,4133,2479.7999999999997,1653.2000000000003,0.4000000000000001
2024-03-20,智能手表,2528,1264.0,1264.0,0.5
2024-03-20,无线耳机,3020,1510.0,1510.0,0.5
2024-03-20,平板电脑,4030,2418.0,1612.0,0.4
2024-03-21,智能手表,2425,1212.5,1212.5,0.5
2024-03-21,无线耳机,2982,1491.0,1491.0,0.5
2024-03-21,平板电脑,4378,2626.7999999999997,1751.2000000000003,0.4000000000000001
2024-03-22,智能手表,2746,1373.0,1373.0,0.5
2024-03-22,无线耳机,2866,1433.0,1433.0,0.5
2024-03-22,平板电脑,4317,2590.2,1726.8000000000002,0.4
2024-03-23,智能手表,4735,2367.5,2367.5,0.5
2024-03-23,无线耳机,3670,1835.0,1835.0,0.5
2024-03-23,平板电脑,7088,4252.8,2835.2,0.39999999999999997
2024-03-24,智能手表,4085,2042.5,2042.5,0.5
2024-03-24,无线耳机,3645,1822.5,1822.5,0.5
2024-03-24,平板电脑,8152,4891.2,3260.8,0.4
2024-03-25,智能手表,3191,1595.5,1595.5,0.5
2024-03-25,无线耳机,2420,1210.0,1210.0,0.5
2024-03-25,平板电脑,4434,2660.4,1773.6,0.39999999999999997
2024-03-26,智能手表,2405,1202.5,1202.5,0.5
2024-03-26,无线耳机,2754,1377.0,1377.0,0.5
2024-03-26,平板电脑,4121,2472.6,1648.4,0.4
2024-03-27,智能手表,2589,1294.5,1294.5,0.5
2024-03-27,无线耳机,3468,1734.0,1734.0,0.5
2024-03-27,平板电脑,5148,3088.7999999999997,2059.2000000000003,0.4000000000000001
2024-03-28,智能手表,2488,1244.0,1244.0,0.5
2024-03-28,无线耳机,3269,1634.5,1634.5,0.5
2024-03-28,平板电脑,4208,2524.7999999999997,1683.2000000000003,0.4000000000000001
2024-03-29,智能手表,2579,1289.5,1289.5,0.5
2024-03-29,无线耳机,2682,1341.0,1341.0,0.5
2024-03-29,平板电脑,4453,2671.7999999999997,1781.2000000000003,0.4000000000000001
2024-03-30,智能手表,4050,2025.0,2025.0,0.5
2024-03-30,无线耳机,5104,2552.0,2552.0,0.5
2024-03-30,平板电脑,7103,4261.8,2841.2,0.39999999999999997
2024-03-31,智能手表,3894,1947.0,1947.0,0.5
2024-03-31,无线耳机,4788,2394.0,2394.0,0.5
2024-03-31,平板电脑,6642,3985.2,2656.8,0.4
